chassi,pps,percentil_tiktok,percentil_nps,percentil_visits,percentil_snapon,percentil_mystery,percentil_chatbot,percentil_download
LC0CE4CC2T0003973,"159.800,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00300000","0,00000000",
LC0CE4CC2T0003987,"159.800,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00300000","0,00000000",
LGXC74C43T0001746,"R$ 249.990,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00300000","0,00000000",
LGXC74C44T0000623,"R$ 249.990,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00000000","0,00000000",
LGXC74C44T0000802,"R$ 249.990,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00000000","0,00000000",
LGXC74C43T0001763,"R$ 249.990,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00000000","0,00000000",
LGXC74C43T0001181,"R$ 249.990,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00000000","0,00000000",
LGXC74C44T0000041,"R$ 249.990,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00000000","0,00000000",
LGXC74C43T0001777,"R$ 249.990,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00300000","0,00000000",
LGXC74C42T0001933,"R$ 249.990,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00000000","0,00000000",
LGXC74C42T0002693,"R$ 249.990,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00000000","0,00000000",
LGXC74C44T0000914,"R$ 249.990,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00300000","0,00000000",
LGXC74C43T0003254,"R$ 249.990,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00000000","0,00000000",
LGXC74C43T0003240,"R$ 249.990,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00300000","0,00000000",
LGXC74C47T0002382,"R$ 249.990,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00000000","0,00000000",
LGXC74C42T0001852,"R$ 249.990,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00300000","0,00000000",
LGXC74C47T0001829,"R$ 249.990,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00000000","0,00000000",
LGXC74C40T0028497,"R$ 249.990,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00000000","0,00000000",
LGXC74C43T0001195,"R$ 249.990,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00300000","0,00000000",
LGXC74C44T0001884,"R$ 249.990,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00300000","0,00000000",
LGXC74C42T0001897,"R$ 249.990,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00300000","0,00000000",
LGXC74C44T0000864,"R$ 249.990,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00300000","0,00000000",
LGXC74C40T0002501,"R$ 249.990,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00300000","0,00000000",
LGXC74C42T0002354,"R$ 249.990,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00000000","0,00000000",
LGXC74C44T0002548,"R$ 249.990,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00000000","0,00000000",
LGXC74C49T0026795,"R$ 249.990,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00000000","0,00000000",
LGXC74C47T0032045,"R$ 249.990,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00300000","0,00000000",
LGXC74C48T0026481,"R$ 249.990,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00300000","0,00000000",
LGXC74C48T0031339,"R$ 249.990,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00000000","0,00000000",
LGXC74C48T0026478,"R$ 249.990,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00300000","0,00000000",
LGXC74C47T0026732,"R$ 249.990,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00300000","0,00000000",
LGXC74C47T0024625,"R$ 249.990,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00000000","0,00000000",
LGXC74C47T0024592,"R$ 249.990,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00000000","0,00000000",
LGXC74C47T0002575,"R$ 249.990,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00300000","0,00000000",
LGXC74C47T0000020,"R$ 249.990,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00300000","0,00000000",
LGXC74C47T0002544,"R$ 249.990,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00300000","0,00000000",
LGXC74C47T0024897,"R$ 249.990,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00300000","0,00000000",
LGXC74C43T0000712,"R$ 249.990,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00300000","0,00000000",
LGXC74C43T0001150,"R$ 249.990,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00300000","0,00000000",
LGXC74C47T0002589,"R$ 249.990,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00300000","0,00000000",
LGXC74C47T0002611,"R$ 249.990,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00000000","0,00000000",
LGXC74C42T0001849,"R$ 249.990,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00000000","0,00000000",
LGXC74C47T0002592,"R$ 249.990,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00300000","0,00000000",
LGXC74C42T0025861,"R$ 249.990,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00300000","0,00000000",
LGXC74C48T0000754,"R$ 249.990,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00300000","0,00000000",
LGXC74C4XT0000755,"R$ 249.990,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00000000","0,00000000",
LGXC74C40T0000750,"R$ 249.990,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00300000","0,00000000",
LC0CE4CB8S0007919,"R$ 184.800,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00300000","0,00000000",
LC0CE4CB8S0007953,"R$ 184.800,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00300000","0,00000000",
LC0CE4CB8S0007984,"R$ 184.800,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00300000","0,00000000",
LC0CE4CB8S0007967,"R$ 184.800,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00300000","0,00000000",
LC0CE4CB8S0007936,"R$ 184.800,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00300000","0,00000000",
LC0CE4CB8S0007922,"R$ 184.800,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00300000","0,00000000",
LC0CE4CB9S0007475,"R$ 184.800,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00000000","0,00000000",
LC0CE4CB9S0007461,"R$ 184.800,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00000000","0,00000000",
LC0CE4CB9S0007444,"R$ 184.800,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00000000","0,00000000",
LC0CE4CB9S0007489,"R$ 184.800,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00000000","0,00000000",
LC0CE4CB0S4003520,"R$ 182.800,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00300000","0,00000000",
LC0CE4CB0S4003503,"R$ 182.800,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00300000","0,00000000",
LC0CE4CB0S4003470,"R$ 182.800,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00300000","0,00000000",
LC0CE4CB7S4001148,"R$ 182.800,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00300000","0,00000000",
LC0CE4CB4S4001088,"R$ 182.800,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00000000","0,00000000",
LC0CE4CB7S4001294,"R$ 182.800,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00300000","0,00000000",
LC0CE4CB8S4003782,"R$ 182.800,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00300000","0,00000000",
LC0CE4CBXS4000821,"R$ 182.800,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00300000","0,00000000",
LC0CE4CB4S4003875,"R$ 182.800,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00300000","0,00000000",
LC0CE4CB7S4004261,"R$ 182.800,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00300000","0,00000000",
LC0CE4CB4S4003066,"R$ 182.800,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00300000","0,00000000",
LC0CE4CB8S4002499,"R$ 182.800,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00300000","0,00000000",
LC0CE4CB9S4002236,"R$ 182.800,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00300000","0,00000000",
LC0CE4CB7S4001764,"R$ 182.800,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00300000","0,00000000",
LC0CE4CB9S4003273,"R$ 182.800,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00300000","0,00000000",
LC0CE4CB4S4003536,"R$ 182.800,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00300000","0,00000000",
LC0CE4CB4S4002435,"R$ 182.800,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00000000","0,00000000",
LC0CE4CB4S4003228,"R$ 182.800,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00300000","0,00000000",
LC0CE4CB8S4002955,"R$ 182.800,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00300000","0,00000000",
LC0CE4CB9S4003208,"R$ 182.800,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00300000","0,00000000",
LC0CE4CB4S4003231,"R$ 182.800,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00300000","0,00000000",
LC0CE4CB8S4003622,"R$ 182.800,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00300000","0,00000000",
LC0CE4CB4S4001222,"R$ 182.800,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00000000","0,00000000",
LC0CE4CB4S4002418,"R$ 182.800,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00000000","0,00000000",
LC0CE4CB4S4002077,"R$ 182.800,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00000000","0,00000000",
LC0CE4CB4S4001785,"R$ 182.800,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00000000","0,00000000",
LC0CE4CB4S4001852,"R$ 182.800,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00000000","0,00000000",
LC0CE4CB4S4001267,"R$ 182.800,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00000000","0,00000000",
LC0CE4CB4S4001298,"R$ 182.800,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00000000","0,00000000",
LC0CE4CB4S4001835,"R$ 182.800,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00000000","0,00000000",
LC0CE4CB7S4001408,"R$ 182.800,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00300000","0,00000000",
LC0CE4CB4S4004492,"R$ 182.800,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00300000","0,00000000",
LC0CE4CB4S4004797,"R$ 182.800,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00000000","0,00000000",
LC0CE4CBXS4001127,"R$ 182.800,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00300000","0,00000000",
LC0CE4CB5S4001049,"R$ 182.800,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00000000","0,00000000",
LC0CE4CB7S4001005,"R$ 182.800,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00000000","0,00000000",
LC0CE4CB9S4002866,"R$ 182.800,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00000000","0,00000000",
LC0CE4CB0S4003551,"R$ 182.800,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00300000","0,00000000",
LC0CE4CBXS4001449,"R$ 182.800,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00300000","0,00000000",
LGXC74C44T0000606,"R$ 249.990,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00300000","0,00000000",
LGXC74C44T0002484,"R$ 249.990,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00300000","0,00000000",
LGXC74C43T0001178,"R$ 249.990,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00000000","0,00000000",
LGXC74C42T0001950,"R$ 249.990,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00000000","0,00000000",
LGXC74C42T0002483,"R$ 249.990,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00000000","0,00000000",
LGXC74C41T0029125,"R$ 249.990,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00300000","0,00000000",
LGXC74C4XT0029124,"R$ 249.990,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00300000","0,00000000",
LGXC74C4XT0029110,"R$ 249.990,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00300000","0,00000000",
LGXC74C44T0029085,"R$ 249.990,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00000000","0,00000000",
LGXC74C44T0027725,"R$ 249.990,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00000000","0,00000000",
LGXC74C46T0027709,"R$ 249.990,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00000000","0,00000000",
LGXC74C47T0029081,"R$ 249.990,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00000000","0,00000000",
LGXC74C40T0026801,"R$ 249.990,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00300000","0,00000000",
LGXC74C41T0026516,"R$ 249.990,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00300000","0,00000000",
LGXC74C47T0027623,"R$ 249.990,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00000000","0,00000000",
LGXC74C47T0027718,"R$ 249.990,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00000000","0,00000000",
LGXC74C47T0002396,"R$ 249.990,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00300000","0,00000000",
LGXC74C47T0028416,"R$ 249.990,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00300000","0,00000000",
LGXC74C4XT0028507,"R$ 249.990,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00000000","0,00000000",
LGXC74C47T0029078,"R$ 249.990,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00000000","0,00000000",
LGXC74C48T0028375,"R$ 249.990,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00000000","0,00000000",
LGXC74C4XT0027714,"R$ 249.990,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00000000","0,00000000",
LGXCD4C42T0036576,"R$ 299.800,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00000000","0,00000000",
LGXCD4C41T0057063,"R$ 299.800,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00300000","0,00000000",
LGXCD4C41T0057077,"R$ 299.800,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00000000","0,00000000",
LGXCD4C41T0057113,"R$ 299.800,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00300000","0,00000000",
LGXCD4C41T0061145,"R$ 299.800,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00300000","0,00000000",
LGXCD4C41T0061033,"R$ 299.800,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00300000","0,00000000",
LGXCD4C41T0061162,"R$ 299.800,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00300000","0,00000000",
LGXCD4C41T0057693,"R$ 299.800,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00300000","0,00000000",
LGXCD4C41T0061050,"R$ 299.800,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00300000","0,00000000",
LGXCD4C41T0057547,"R$ 299.800,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00300000","0,00000000",
LGXCD4C40T0061136,"R$ 299.800,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00000000","0,00000000",
LGXCD4C42T0060036,"R$ 299.800,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00000000","0,00000000",
LGXCD4C42T0059968,"R$ 299.800,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00000000","0,00000000",
LGXCD4C43T0057095,"R$ 299.800,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00000000","0,00000000",
LGXCD4C41T0059914,"R$ 299.800,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00000000","0,00000000",
LGXCD4C42T0056195,"R$ 299.800,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00000000","0,00000000",
LGXCD4C40T0061234,"R$ 299.800,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00000000","0,00000000",
LGXCD4C41T0061016,"R$ 299.800,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00000000","0,00000000",
LGXCD4C42T0057055,"R$ 299.800,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00000000","0,00000000",
LGXCD4C40T0061279,"R$ 299.800,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00000000","0,00000000",
LGXCD4C40T0061122,"R$ 299.800,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00000000","0,00000000",
LGXCD4C42T0061090,"R$ 299.800,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00000000","0,00000000",
LGXCD4C41T0061176,"R$ 299.800,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00000000","0,00000000",
LGXCD4C42T0061056,"R$ 299.800,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00000000","0,00000000",
LGXCD4C43T0061017,"R$ 299.800,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00000000","0,00000000",
LGXCD4C41T0057094,"R$ 299.800,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00000000","0,00000000",
LGXCD4C41T0061047,"R$ 299.800,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00300000","0,00000000",
LGXCD4C40T0061220,"R$ 299.800,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00300000","0,00000000",
LGXCD4C42T0061171,"R$ 299.800,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00000000","0,00000000",
LC0C74C45T5003830,"R$ 199.990,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00300000","0,00000000",
LC0C74C43T5003342,"R$ 199.990,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00300000","0,00000000",
LC0C74C42T5003221,"R$ 199.990,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00000000","0,00000000",
LC0C74C48T5003143,"R$ 199.990,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00000000","0,00000000",
LC0C74C42T5004742,"R$ 199.990,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00000000","0,00000000",
LC0C74C42T5000951,"R$ 199.990,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00000000","0,00000000",
LC0C74C42T5004739,"R$ 199.990,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00000000","0,00000000",
LC0C74C43T5000537,"R$ 199.990,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00000000","0,00000000",
LC0C74C46T5004291,"R$ 199.990,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00000000","0,00000000",
LC0C74C42T5001856,"R$ 199.990,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00000000","0,00000000",
LC0C74C43T5000070,"R$ 199.990,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00000000","0,00000000",
LC0C74C42T5000805,"R$ 199.990,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00000000","0,00000000",
LC0C74C43T5000523,"R$ 199.990,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00000000","0,00000000",
LC0C74C42T5002599,"R$ 199.990,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00000000","0,00000000",
LC0C74C42T5003252,"R$ 199.990,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00000000","0,00000000",
LC0C74C42T5002554,"R$ 199.990,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00000000","0,00000000",
LC0C74C42T5003249,"R$ 199.990,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00000000","0,00000000",
LC0C74C43T5004703,"R$ 199.990,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00300000","0,00000000",
LC0C74C43T5005110,"R$ 199.990,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00300000","0,00000000",
LC0C74C43T5004913,"R$ 199.990,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00000000","0,00000000",
LC0C74C44T5000630,"R$ 199.990,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00000000","0,00000000",
LC0C74C44T5000580,"R$ 199.990,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00000000","0,00000000",
LC0C74C42T5000397,"R$ 199.990,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00000000","0,00000000",
LC0C74C41T5003095,"R$ 199.990,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00000000","0,00000000",
LC0C74C44T5001048,"R$ 199.990,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00000000","0,00000000",
LC0C74C42T5002179,"R$ 199.990,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00300000","0,00000000",
LC0C74C44T5000644,"R$ 199.990,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00000000","0,00000000",
LC0C74C43T5003535,"R$ 199.990,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00000000","0,00000000",
LC0C74C41T5003050,"R$ 199.990,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00000000","0,00000000",
LC0C74C44T5001373,"R$ 199.990,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00000000","0,00000000",
LC0C74C41T5002982,"R$ 199.990,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00000000","0,00000000",
LC0C74C44T5001339,"R$ 199.990,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00000000","0,00000000",
LC0C74C45T5000622,"R$ 199.990,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00300000","0,00000000",
LC0C74C42T5002070,"R$ 199.990,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00300000","0,00000000",
LC0C74C42T5004708,"R$ 199.990,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00000000","0,00000000",
LC0C74C41T5003596,"R$ 199.990,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00000000","0,00000000",
LC0C74C42T5000402,"R$ 199.990,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00000000","0,00000000",
LC0C74C42T5001954,"R$ 199.990,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00000000","0,00000000",
LC0C74C44T5000966,"R$ 199.990,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00300000","0,00000000",
LC0C74C42T5000304,"R$ 199.990,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00000000","0,00000000",
LC0C74C45T5001091,"R$ 199.990,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00300000","0,00000000",
LC0C74C41T5002979,"R$ 199.990,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00000000","0,00000000",
LC0C74C41T5002920,"R$ 199.990,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00000000","0,00000000",
LC0C74C40T5002147,"R$ 199.990,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00300000","0,00000000",
LC0C74C43T5002885,"R$ 199.990,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00300000","0,00000000",
LC0C74C40T5001760,"R$ 199.990,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00000000","0,00000000",
LC0C74C45T5000619,"R$ 199.990,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00300000","0,00000000",
LC0C74C43T5002854,"R$ 199.990,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00300000","0,00000000",
LC0C74C40T5002942,"R$ 199.990,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00300000","0,00000000",
LC0C74C42T5002103,"R$ 199.990,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00300000","0,00000000",
LC0C74C43T5002837,"R$ 199.990,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00300000","0,00000000",
LC0C74C40T5002097,"R$ 199.990,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00300000","0,00000000",
LC0C74C46T5004856,"R$ 199.990,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00300000","0,00000000",
LC0C74C45T5003570,"R$ 199.990,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00300000","0,00000000",
LC0C74C47T5000475,"R$ 199.990,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00300000","0,00000000",
LC0C74C41T5000259,"R$ 199.990,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00300000","0,00000000",
LC0C74C45T5003651,"R$ 199.990,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00300000","0,00000000",
LC0C74C49T5001451,"R$ 199.990,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00300000","0,00000000",
LC0C74C43T5000117,"R$ 199.990,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00000000","0,00000000",
LC0C74C40T5002052,"R$ 199.990,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00300000","0,00000000",
LC0C74C40T5001788,"R$ 199.990,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00300000","0,00000000",
LC0C74C45T5003827,"R$ 199.990,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00300000","0,00000000",
LC0C74C41T5001816,"R$ 199.990,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00000000","0,00000000",
LC0C74C47T5001643,"R$ 199.990,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00300000","0,00000000",
LC0C74C47T5003215,"R$ 199.990,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00300000","0,00000000",
LC0C74C44T5004368,"R$ 199.990,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00300000","0,00000000",
LC0C74C43T5003292,"R$ 199.990,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00300000","0,00000000",
LC0C74C47T5003828,"R$ 199.990,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00300000","0,00000000",
LC0C74C45T5003066,"R$ 199.990,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00300000","0,00000000",
LC0C74C41T5000603,"R$ 199.990,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00300000","0,00000000",
LC0C74C49T5001000,"R$ 199.990,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00300000","0,00000000",
LC0C74C40T5003069,"R$ 199.990,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00000000","0,00000000",
LC0C74C43T5003079,"R$ 199.990,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00300000","0,00000000",
LC0CE4CB8S0005149,"R$ 235.800,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00000000","0,00000000",
LC0CE4CB6S0004887,"R$ 235.800,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00000000","0,00000000",
LC0CE4CB5S0004931,"R$ 235.800,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00000000","0,00000000",
LC0CE4CB5S0005108,"R$ 235.800,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00300000","0,00000000",
LC0CE4CB6S0004825,"R$ 235.800,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00300000","0,00000000",
LC0CE4CB6S0004856,"R$ 235.800,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00300000","0,00000000",
LC0CE4CB9S4003886,"R$ 182.800,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00000000","0,00000000",
LC0CE4CB9S4004519,"R$ 182.800,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00000000","0,00000000",
LC0CE4CB9S4003936,"R$ 182.800,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00000000","0,00000000",
